week_start,user_id,run_count,total_distance_km,avg_pace_min_per_km,total_elevation_m,total_running_time_s,avg_cadence,avg_hr,longest_run_km,training_load,target_next_week_pace,target_next_week_km
2019-02-25,614320,3,21.79,5.49,175.0,7178,173.9,136.8,7.43,86.166,5.45,14.36
2019-02-25,23177662,3,18.64,5.62,135.3,6279,80.5,145.8,10.1,80.291,6.2,27.31
2019-03-04,27736141,2,20.22,6.44,73.0,7817,162.0,155.4,10.12,106.484,5.74,5.02
2019-03-04,614320,2,14.36,5.45,95.4,4695,174.1,136.8,7.33,56.36,5.62,50.19
2019-03-04,23177662,3,27.31,6.2,214.6,10165,80.5,145.8,21.22,129.983,5.73,29.24
2019-03-11,13419295,2,4.47,5.72,43.7,1532,173.8,148.9,2.85,20.013,6.11,35.51
2019-03-11,32658279,2,14.93,4.98,80.4,4458,326.5,154.3,9.9,40.917,6.06,28.11
2019-03-11,27736141,1,5.02,5.74,27.0,1728,163.0,165.0,5.02,25.011,5.96,15.1
2019-03-11,23177662,3,29.24,5.73,350.3,10047,80.5,145.8,21.25,128.474,6.12,33.9
2019-03-18,32658279,2,28.11,6.06,159.3,10225,83.2,141.6,15.04,127.047,5.89,21.82
2019-03-18,27736141,2,15.1,5.96,77.0,5397,163.6,163.3,10.02,77.73,6.91,15.77
2019-03-18,614320,7,50.19,5.62,331.4,16912,173.3,136.8,10.43,203.016,5.29,14.35
2019-03-18,23177662,4,33.9,6.12,308.3,12439,80.5,145.8,10.3,159.061,5.34,16.43
2019-03-25,32658279,1,21.82,5.89,586.6,7714,131.6,141.6,21.82,95.847,5.79,15.03
2019-03-25,27736141,2,15.77,6.91,114.0,6541,159.8,151.3,10.14,85.989,6.33,15.06
2019-03-25,614320,2,14.35,5.29,78.6,4557,175.3,136.8,7.32,54.703,5.5,11.06
2019-03-25,23177662,3,16.43,5.34,154.6,5260,80.5,145.8,8.36,67.261,5.45,17.01
2019-04-01,13419295,6,35.51,6.11,1166.8,13012,181.2,157.7,10.56,173.023,5.35,15.01
2019-04-01,32658279,1,15.03,5.79,82.9,5221,83.2,141.6,15.03,64.871,5.77,27.35
2019-04-01,27736141,2,15.06,6.33,92.0,5722,164.5,155.6,10.04,78.656,6.51,25.22
2019-04-01,23177662,2,17.01,5.45,62.3,5564,80.5,145.8,12.0,71.148,5.75,35.99
2019-04-08,13419295,1,15.01,5.35,140.4,4814,182.8,146.7,15.01,61.949,5.33,9.06
2019-04-08,27736141,3,25.22,6.51,80.0,9851,165.7,158.2,10.11,134.586,6.55,39.12
2019-04-08,614320,2,11.06,5.5,57.4,3652,174.7,136.8,7.03,43.84,5.53,22.02
2019-04-08,23177662,5,35.99,5.75,406.6,12419,80.5,145.8,15.12,158.805,6.18,36.15
2019-04-15,27736141,4,39.12,6.55,206.0,15366,166.0,149.8,14.04,201.681,6.51,42.42
2019-04-15,614320,3,22.02,5.53,169.2,7313,176.0,136.8,7.62,87.787,6.02,2.22
2019-04-15,23177662,4,36.15,6.18,212.0,13404,80.5,145.8,10.55,171.401,5.79,31.74
2019-04-22,13419295,2,9.06,5.33,52.7,2898,173.5,163.5,5.01,20.538,6.49,5.1
2019-04-22,27736141,5,42.42,6.51,266.0,16556,165.6,148.9,12.06,214.617,6.29,50.58
2019-04-22,614320,1,2.22,6.02,22.6,801,173.2,136.8,2.22,9.615,5.65,6.24
2019-04-22,23177662,5,31.74,5.79,359.2,11032,80.5,145.8,11.05,141.069,5.54,18.1
2019-04-29,13419295,1,5.1,6.49,34.9,1986,188.0,148.9,5.1,25.943,4.77,15.03
2019-04-29,32658279,2,27.35,5.77,166.7,9465,83.2,178.3,20.71,110.984,5.32,10.04
2019-04-29,27736141,5,50.58,6.29,256.0,19092,168.5,151.1,15.12,252.064,6.85,58.65
2019-04-29,614320,2,6.24,5.65,35.2,2114,177.1,136.8,4.02,25.377,5.61,2.21
2019-04-29,23177662,3,18.1,5.54,195.0,6012,80.5,145.8,10.01,76.877,6.33,13.51
2019-05-06,13419295,2,15.03,4.77,102.1,4299,185.5,161.5,10.01,41.197,5.3,31.23
2019-05-06,27736141,5,58.65,6.85,367.0,24108,163.5,146.0,18.44,304.029,6.39,53.88
2019-05-06,23177662,3,13.51,6.33,297.9,5132,80.5,145.8,10.12,65.624,5.53,22.42
2019-05-13,32658279,1,10.04,5.32,49.3,3203,318.8,141.6,10.04,39.798,5.6,11.17
2019-05-13,27736141,5,53.88,6.39,389.4,20645,166.0,145.8,16.03,216.476,6.41,40.84
2019-05-13,23177662,3,22.42,5.53,448.8,7441,80.5,145.8,10.31,95.15,5.86,32.12
2019-05-20,13419295,3,31.23,5.3,296.7,9936,184.5,153.0,21.2,95.128,5.16,23.68
2019-05-20,32658279,1,11.17,5.6,60.1,3754,234.8,141.6,11.17,46.644,5.17,16.22
2019-05-20,27736141,4,40.84,6.41,292.0,15704,168.1,152.3,16.33,208.493,6.46,42.5
2019-05-20,23177662,3,32.12,5.86,611.8,11286,80.5,145.8,11.1,144.317,5.7,27.47
2019-05-27,27736141,4,42.5,6.46,210.0,16483,165.3,148.9,18.71,213.72,6.18,47.13
2019-05-27,614320,1,2.21,5.61,11.6,744,176.4,136.8,2.21,8.931,5.72,7.04
2019-05-27,23177662,2,27.47,5.7,260.7,9390,80.5,145.8,21.11,120.073,5.83,34.51
2019-06-03,13419295,2,23.68,5.16,139.9,7335,180.6,164.8,15.01,62.494,4.48,10.73
2019-06-03,32658279,2,16.22,5.17,89.2,5027,314.6,141.6,10.64,62.461,5.83,5.15
2019-06-03,27736141,7,47.13,6.18,305.0,17489,167.6,150.4,15.26,229.747,6.42,30.78
2019-06-03,614320,2,7.04,5.72,48.2,2416,176.9,136.8,4.02,29.002,5.66,19.02
2019-06-03,23177662,4,34.51,5.83,416.0,12079,80.5,145.8,10.02,154.458,5.59,51.04
2019-06-10,27736141,4,30.78,6.42,217.0,11860,166.5,150.1,10.08,156.435,5.65,25.83
2019-06-10,23177662,5,51.04,5.59,941.4,17107,80.5,145.8,10.31,218.752,5.76,54.23
2019-06-17,614320,3,19.02,5.66,173.8,6455,176.5,136.8,7.03,77.487,5.69,26.42
2019-06-17,23177662,6,54.23,5.76,991.7,18753,80.5,145.8,10.17,239.8,5.83,40.25
2019-06-24,27736141,4,25.83,5.65,547.0,8765,166.2,158.5,7.47,120.605,5.72,43.22
2019-06-24,614320,4,26.42,5.69,219.0,9018,176.3,136.8,8.53,108.254,5.35,14.06
2019-06-24,23177662,3,40.25,5.83,709.3,14068,80.5,145.8,15.2,179.891,8.63,10.07
2019-07-01,13419295,1,10.73,4.48,62.0,2886,183.6,169.7,10.73,42.961,4.69,13.4
2019-07-01,27736141,5,43.22,5.72,1270.0,14829,168.9,154.3,20.03,198.206,6.0,57.81
2019-07-01,614320,2,14.06,5.35,95.8,4514,177.4,136.8,7.03,54.187,5.12,8.56
2019-07-01,23177662,1,10.07,8.63,79.9,5217,80.5,145.8,10.07,66.711,5.87,54.42
2019-07-08,27736141,4,57.81,6.0,1967.0,20825,167.7,148.9,24.03,271.726,6.41,73.29
2019-07-08,614320,1,8.56,5.12,66.8,2628,177.8,136.8,8.56,31.547,5.58,4.02
2019-07-08,23177662,5,54.42,5.87,856.3,19176,80.5,145.8,21.11,245.209,7.23,1.76
2019-07-15,13419295,2,13.4,4.69,85.6,3770,180.7,162.8,10.1,55.1,5.14,5.11
2019-07-15,27736141,6,73.29,6.41,3330.0,28199,164.7,145.6,27.04,357.823,6.03,68.27
2019-07-22,13419295,1,5.11,5.14,56.6,1576,178.8,148.9,5.11,20.587,4.58,19.78
2019-07-22,27736141,6,68.27,6.03,4436.0,24714,165.6,148.6,21.18,320.638,5.93,56.37
2019-07-29,32658279,1,5.15,5.83,31.1,1800,83.2,141.6,5.15,22.365,5.43,5.52
2019-07-29,27736141,7,56.37,5.93,1228.3,20052,168.1,147.9,21.68,236.8,5.85,59.46
2019-08-05,27736141,6,59.46,5.85,1010.1,20875,167.6,148.7,21.12,276.501,5.49,32.17
2019-08-12,27736141,4,32.17,5.49,867.0,10606,172.6,158.7,11.09,126.65,5.92,74.49
2019-08-19,32658279,1,5.52,5.43,28.6,1798,332.2,141.6,5.52,22.34,5.62,7.06
2019-08-19,27736141,6,74.49,5.92,1479.0,26464,168.0,150.5,26.05,348.861,6.27,76.14
2019-08-19,614320,1,4.02,5.58,23.6,1347,174.4,136.8,4.02,16.17,5.54,21.08
2019-08-26,32658279,1,7.06,5.62,44.7,2382,186.2,141.6,7.06,29.597,5.66,9.17
2019-08-26,27736141,6,76.14,6.27,2064.0,28647,165.0,147.1,31.03,366.2,5.93,63.54
2019-09-02,32658279,1,9.17,5.66,40.7,3115,83.2,141.6,9.17,38.704,6.32,10.45
2019-09-02,27736141,6,63.54,5.93,1611.0,22589,169.1,151.8,22.46,296.914,6.04,82.23
2019-09-02,614320,3,21.08,5.54,123.6,7012,173.8,136.8,7.03,84.174,5.6,2.0
2019-09-09,7211094,1,3.72,4.76,23.1,1062,174.0,157.3,3.72,14.653,4.66,5.02
2019-09-09,32658279,1,10.45,6.32,23.9,3963,83.2,141.6,10.45,49.241,5.52,11.27
2019-09-09,27736141,7,82.23,6.04,1416.4,29784,166.4,142.4,34.02,379.621,5.9,80.34
2019-09-16,13419295,3,19.78,4.58,201.1,5441,186.0,148.9,8.32,71.076,4.43,5.6
2019-09-16,7211094,1,5.02,4.66,42.5,1404,176.4,157.3,5.02,19.372,4.39,8.3
2019-09-16,32658279,1,11.27,5.52,59.2,3731,317.6,141.6,11.27,46.358,5.57,5.98
2019-09-16,27736141,6,80.34,5.9,2261.0,28433,169.5,152.1,34.01,371.419,5.8,63.14
2019-09-23,13419295,1,5.6,4.43,24.5,1487,187.6,164.3,5.6,21.431,4.9,21.24
2019-09-23,7211094,1,8.3,4.39,38.4,2185,177.6,157.3,8.3,30.147,4.33,8.59
2019-09-23,32658279,1,5.98,5.57,47.6,1997,83.2,141.6,5.98,24.813,5.05,4.98
2019-09-23,27736141,5,63.14,5.8,1819.0,21960,171.8,149.2,30.04,287.039,5.74,44.87
2019-09-30,7211094,1,8.59,4.33,53.0,2230,178.6,157.3,8.59,30.768,4.47,10.16
2019-09-30,27736141,4,44.87,5.74,767.0,15451,171.7,153.3,19.04,206.34,5.67,66.74
2019-10-07,13419295,1,21.24,4.9,101.1,6249,184.8,160.7,21.24,88.089,5.29,13.03
2019-10-07,7211094,1,10.16,4.47,132.1,2725,175.6,157.3,10.16,37.598,4.37,5.37
2019-10-07,27736141,5,66.74,5.67,491.5,22715,170.5,150.5,42.66,312.609,5.93,33.65
2019-10-14,7211094,1,5.37,4.37,46.6,1407,86.3,157.3,5.37,19.413,4.23,5.4
2019-10-14,32658279,1,4.98,5.05,23.1,1510,321.4,141.6,4.98,18.762,5.15,4.97
2019-10-14,27736141,6,33.65,5.93,396.0,11979,166.8,148.5,9.38,158.932,5.87,66.63
2019-10-21,13419295,1,13.03,5.29,83.4,4134,194.6,148.9,13.03,54.002,4.42,16.07
2019-10-21,32658279,1,4.97,5.15,22.9,1536,83.2,141.6,4.97,19.085,6.41,22.84
2019-10-21,27736141,6,66.63,5.87,831.5,23482,169.4,152.7,21.8,312.61,5.81,70.64
2019-10-21,614320,1,2.0,5.6,11.8,673,176.2,136.8,2.0,8.079,6.03,2.22
2019-10-21,23177662,1,1.76,7.23,7.6,763,80.5,145.8,1.76,9.757,6.28,15.04
2019-10-28,13419295,2,16.07,4.42,44.8,4258,187.2,167.4,10.05,22.893,4.85,13.74
2019-10-28,32658279,2,22.84,6.41,155.9,8783,83.2,141.6,13.78,109.13,5.63,12.16
2019-10-28,27736141,6,70.64,5.81,344.7,24645,169.2,153.3,24.03,332.644,6.31,67.16
2019-10-28,614320,1,2.22,6.03,13.0,804,171.6,136.8,2.22,9.651,5.89,11.94
2019-11-04,13419295,2,13.74,4.85,81.0,4000,183.6,164.4,11.29,42.975,5.13,19.18
2019-11-04,32658279,1,12.16,5.63,67.8,4109,83.2,141.6,12.16,51.055,6.18,25.71
2019-11-04,27736141,6,67.16,6.31,319.0,25430,165.1,143.9,27.05,319.988,6.21,70.95
2019-11-04,23177662,3,15.04,6.28,175.0,5671,80.5,145.8,5.02,72.517,5.58,11.06
2019-11-11,13419295,2,19.18,5.13,131.9,5898,181.7,142.0,11.16,73.555,4.74,18.12
2019-11-11,32658279,2,25.71,6.18,132.5,9537,83.2,141.6,18.36,118.498,6.37,18.97
2019-11-11,27736141,6,70.95,6.21,359.1,26440,164.7,142.7,31.52,334.694,5.78,79.55
2019-11-18,13419295,2,18.12,4.74,63.8,5149,187.8,167.3,15.05,57.645,4.45,26.25
2019-11-18,32658279,2,18.97,6.37,108.9,7246,83.2,141.6,11.25,90.032,5.92,10.42
2019-11-18,27736141,6,79.55,5.78,379.9,27591,170.1,149.7,22.02,358.932,5.73,49.46
2019-11-25,32658279,1,10.42,5.92,58.8,3700,83.2,141.6,10.42,45.973,6.35,5.07
2019-11-25,27736141,5,49.46,5.73,187.2,16997,171.4,159.1,14.12,229.649,5.38,23.39
2019-11-25,23177662,2,11.06,5.58,117.8,3700,80.5,145.8,6.0,47.313,5.79,16.1
2019-12-02,13419295,2,26.25,4.45,78.7,7001,186.4,148.9,21.22,91.454,4.85,19.11
2019-12-02,32658279,1,5.07,6.35,25.9,1934,83.2,141.6,5.07,24.03,5.93,21.57
2019-12-02,27736141,3,23.39,5.38,76.9,7550,174.9,154.2,9.45,102.359,7.81,33.2
2019-12-09,13419295,2,19.11,4.85,65.2,5563,192.2,148.9,14.05,72.67,4.5,15.16
2019-12-16,13419295,2,15.16,4.5,64.5,4093,185.6,148.9,10.09,53.467,4.85,20.14
2019-12-16,32658279,2,21.57,5.93,117.8,7676,83.2,141.6,11.14,95.375,6.82,25.93
2019-12-16,23177662,2,16.1,5.79,191.3,5591,80.5,145.8,10.01,71.494,5.3,5.01
2019-12-23,13419295,2,20.14,4.85,104.2,5867,181.7,143.6,10.07,38.092,4.45,5.04
2019-12-23,32658279,2,25.93,6.82,150.3,10610,83.2,141.6,15.32,131.83,4.67,0.03
2019-12-23,27736141,4,33.2,7.81,206.8,15555,155.1,144.3,11.52,189.511,6.66,59.18
2019-12-23,614320,3,11.94,5.89,70.0,4224,173.1,136.8,5.72,50.706,5.52,11.08
2019-12-23,23177662,1,5.01,5.3,47.5,1593,80.5,145.8,5.01,20.37,5.22,10.04
2019-12-30,13419295,1,5.04,4.45,14.9,1347,183.6,153.0,5.04,18.078,5.05,12.16
2019-12-30,32658279,1,0.03,4.67,0.1,7,83.2,141.6,0.03,0.087,5.62,12.89
2019-12-30,27736141,3,59.18,6.66,253.5,23661,163.9,157.9,42.97,326.208,6.3,28.54
2019-12-30,614320,2,11.08,5.52,65.0,3672,176.1,136.8,6.02,44.08,5.44,11.07
2019-12-30,23177662,2,10.04,5.22,113.5,3142,80.5,145.8,5.04,40.178,5.25,15.09
2020-01-06,13419295,2,12.16,5.05,36.3,3685,176.9,142.8,7.12,45.866,5.18,20.2
2020-01-06,32658279,1,12.89,5.62,71.4,4348,83.2,141.6,12.89,54.024,4.75,5.08
2020-01-06,27736141,3,28.54,6.3,170.1,10781,166.2,153.3,19.27,145.476,6.34,35.72
2020-01-06,614320,2,11.07,5.44,64.9,3617,175.8,136.8,6.02,43.419,5.49,19.11
2020-01-06,23177662,2,15.09,5.25,172.6,4756,80.5,145.8,10.07,60.816,5.66,22.16
2020-01-13,13419295,2,20.2,5.18,147.0,6276,180.0,141.1,15.07,76.688,4.73,23.09
2020-01-13,32658279,1,5.08,4.75,23.0,1450,83.2,141.6,5.08,18.016,5.85,17.07
2020-01-13,27736141,4,35.72,6.34,199.2,13587,164.3,154.9,11.2,184.941,5.93,32.7
2020-01-13,614320,3,19.11,5.49,112.0,6292,174.9,136.8,7.03,75.531,5.4,19.12
2020-01-13,23177662,4,22.16,5.66,162.8,7528,80.5,145.8,6.02,96.263,4.72,5.04
2020-01-20,13419295,2,23.09,4.73,167.8,6547,182.3,156.7,16.04,90.218,5.47,23.27
2020-01-20,32658279,1,17.07,5.85,107.0,5996,83.2,141.6,17.07,74.501,5.0,5.15
2020-01-20,27736141,4,32.7,5.93,174.5,11626,168.9,155.0,14.53,157.3,6.25,28.29
2020-01-20,614320,3,19.12,5.4,112.1,6196,176.3,136.8,7.02,74.378,5.19,21.9
2020-01-20,23177662,1,5.04,4.72,60.3,1428,80.5,145.8,5.04,18.26,5.81,18.55
2020-01-27,13419295,3,23.27,5.47,263.8,7634,171.7,139.5,10.03,93.081,4.74,18.03
2020-01-27,32658279,1,5.15,5.0,23.7,1544,83.2,141.6,5.15,19.184,5.5,10.26
2020-01-27,27736141,4,28.29,6.25,133.4,10609,163.3,148.9,11.82,139.187,6.47,36.44
2020-01-27,614320,3,21.9,5.19,128.4,6821,176.0,136.8,8.77,81.881,5.2,16.98
2020-01-27,23177662,4,18.55,5.81,152.2,6465,80.5,145.8,11.52,82.67,4.85,11.06
2020-02-03,13419295,1,18.03,4.74,48.0,5124,182.0,152.8,18.03,68.68,5.59,5.72
2020-02-03,32658279,1,10.26,5.5,47.8,3389,83.2,141.6,10.26,42.109,6.09,8.56
2020-02-03,27736141,4,36.44,6.47,130.2,14141,161.5,150.3,13.87,185.899,6.24,40.0
2020-02-03,614320,4,16.98,5.2,6917.8,5297,176.5,136.8,6.14,63.586,5.4,23.24
2020-02-03,23177662,2,11.06,4.85,137.4,3221,80.5,145.8,5.85,41.188,5.25,6.09
2020-02-10,13419295,1,5.72,5.59,32.2,1920,167.6,148.4,5.72,24.994,6.06,31.19
2020-02-10,27736141,6,40.0,6.24,172.1,14978,163.6,149.0,16.02,197.732,5.8,19.61
2020-02-10,614320,3,23.24,5.4,89.0,7534,175.6,136.8,9.69,90.44,5.18,24.24
2020-02-10,23177662,1,6.09,5.25,71.2,1918,80.5,145.8,6.09,24.526,4.8,10.1
2020-02-17,13419295,4,31.19,6.06,784.6,11339,171.1,141.3,16.1,135.567,5.43,22.13
2020-02-17,32658279,1,8.56,6.09,97.0,3129,83.2,141.6,8.56,38.878,4.94,10.29
2020-02-17,27736141,3,19.61,5.8,140.8,6825,173.2,157.5,10.37,93.102,6.67,66.21
2020-02-17,614320,3,24.24,5.18,88.6,7532,177.7,136.8,10.49,90.416,5.29,27.34
2020-02-17,23177662,2,10.1,4.8,77.0,2909,80.5,145.8,5.05,37.198,6.16,9.18
2020-02-24,13419295,3,22.13,5.43,262.0,7213,172.1,145.4,11.05,66.546,4.5,22.16
2020-02-24,32658279,1,10.29,4.94,72.5,3051,83.2,141.6,10.29,37.909,5.26,11.05
2020-02-24,27736141,4,66.21,6.67,482.8,26494,165.6,150.3,42.82,346.421,6.35,21.59
2020-02-24,614320,4,27.34,5.29,95.6,8675,176.3,136.8,9.51,104.137,5.21,38.51
2020-02-24,23177662,3,9.18,6.16,167.1,3393,80.5,145.8,3.11,43.387,5.9,11.28
2020-03-02,13419295,3,22.16,4.5,153.0,5982,190.6,161.2,10.02,84.418,5.3,17.02
2020-03-02,32658279,1,11.05,5.26,55.7,3485,83.2,141.6,11.05,43.301,6.24,35.23
2020-03-02,27736141,3,21.59,6.35,165.7,8224,165.5,149.0,8.45,107.484,6.2,17.12
2020-03-02,614320,4,38.51,5.21,178.6,12030,175.5,136.8,12.0,144.411,5.3,26.74
2020-03-02,23177662,3,11.28,5.9,144.5,3995,80.5,145.8,4.13,51.085,5.88,22.26
2020-03-09,13419295,1,17.02,5.3,82.3,5408,180.4,133.9,17.02,63.52,5.39,6.46
2020-03-09,32658279,2,35.23,6.24,242.4,13190,83.2,141.6,25.18,163.887,6.57,21.24
2020-03-09,27736141,3,17.12,6.2,92.9,6366,167.3,151.2,6.05,84.168,6.31,20.87
2020-03-09,614320,3,26.74,5.3,112.4,8503,178.1,136.8,13.09,102.072,5.6,7.1
2020-03-09,23177662,3,22.26,5.88,257.0,7850,80.5,145.8,12.03,100.38,6.53,5.12
2020-03-16,32658279,1,21.24,6.57,152.4,8376,83.2,141.6,21.24,104.073,6.51,21.13
2020-03-16,27736141,4,20.87,6.31,131.8,7899,166.5,153.7,7.01,106.544,12.07,10.01
2020-03-16,614320,1,7.1,5.6,18.6,2387,175.2,136.8,7.1,28.654,5.71,7.1
2020-03-16,23177662,1,5.12,6.53,52.7,2006,80.5,145.8,5.12,25.651,6.97,10.3
2020-03-23,13419295,1,6.46,5.39,46.4,2088,89.7,148.9,6.46,27.276,5.1,5.1
2020-03-23,32658279,1,21.13,6.51,118.1,8250,83.2,141.6,21.13,102.507,6.78,15.18
2020-03-23,27736141,1,10.01,12.07,48.8,7250,158.6,124.7,10.01,79.305,7.01,9.68
2020-03-23,614320,1,7.1,5.71,21.0,2431,173.4,136.8,7.1,29.182,5.61,44.28
2020-03-23,23177662,2,10.3,6.97,388.5,4305,80.5,145.8,5.19,55.049,7.5,5.08
2020-03-30,27736141,3,9.68,7.01,47.2,4071,168.4,161.3,5.04,58.295,7.35,24.74
2020-03-30,614320,4,44.28,5.61,197.2,14905,173.8,136.8,12.09,178.923,5.69,43.02
2020-03-30,23177662,1,5.08,7.5,91.2,2285,80.5,145.8,5.08,29.219,6.88,27.5
2020-04-06,13419295,1,5.1,5.1,36.6,1560,89.7,148.9,5.1,20.378,6.15,5.1
2020-04-06,32658279,1,15.18,6.78,65.8,6177,83.2,141.6,15.18,76.75,6.37,10.36
2020-04-06,27736141,5,24.74,7.35,107.2,10908,165.7,152.2,14.14,143.58,5.73,5.03
2020-04-06,614320,3,43.02,5.69,146.2,14685,174.3,136.8,16.12,176.282,5.55,38.17
2020-04-06,23177662,4,27.5,6.88,489.7,11351,80.5,145.8,14.12,145.148,6.73,25.12
2020-04-13,13419295,1,5.1,6.15,36.6,1881,89.7,148.9,5.1,24.572,4.93,20.39
2020-04-13,32658279,1,10.36,6.37,52.2,3963,83.2,141.6,10.36,49.241,5.8,40.22
2020-04-13,27736141,1,5.03,5.73,24.8,1730,169.8,150.8,5.03,22.885,6.28,6.5
2020-04-13,614320,5,38.17,5.55,136.2,12707,175.3,136.8,13.39,152.538,5.53,40.87
2020-04-13,23177662,5,25.12,6.73,468.9,10137,80.5,145.8,5.05,129.625,6.48,20.16
2020-04-20,32658279,3,40.22,5.8,175.7,14003,83.2,141.6,15.96,173.989,5.61,19.49
2020-04-20,27736141,2,6.5,6.28,101.4,2447,169.6,150.0,3.26,32.207,5.99,6.5
2020-04-20,614320,4,40.87,5.53,131.6,13569,174.7,136.8,16.21,162.886,5.33,24.74
2020-04-20,23177662,4,20.16,6.48,585.4,7838,80.5,145.8,5.06,100.227,7.13,16.22
2020-04-27,32658279,2,19.49,5.61,73.6,6561,83.2,141.6,11.08,81.521,5.91,47.83
2020-04-27,27736141,2,6.5,5.99,101.5,2336,172.0,155.3,3.31,31.828,5.98,10.05
2020-04-27,614320,3,24.74,5.33,73.0,7912,176.0,136.8,10.51,94.978,5.26,26.2
2020-04-27,23177662,4,16.22,7.13,597.2,6937,80.5,145.8,5.13,88.705,6.99,15.1
2020-05-04,13419295,4,20.39,4.93,144.6,6032,89.7,148.9,5.14,78.796,4.83,28.34
2020-05-04,32658279,4,47.83,5.91,151.4,16968,83.2,141.6,21.46,210.829,5.15,7.23
2020-05-04,614320,3,26.2,5.26,97.0,8271,176.7,136.8,11.99,99.287,5.39,14.33
2020-05-04,23177662,3,15.1,6.99,552.9,6336,80.5,145.8,5.06,81.02,6.88,28.28
2020-05-11,13419295,5,28.34,4.83,118.3,8204,89.7,148.9,7.87,107.169,4.65,13.1
2020-05-11,32658279,1,7.23,5.15,27.6,2235,83.2,141.6,7.23,27.77,5.72,11.87
2020-05-11,27736141,2,10.05,5.98,105.7,3603,166.2,167.8,5.03,53.031,5.84,15.06
2020-05-11,614320,2,14.33,5.39,33.8,4637,174.3,136.8,7.21,55.664,5.4,7.1
2020-05-11,23177662,6,28.28,6.88,834.5,11669,80.5,145.8,5.11,149.215,6.3,3.04
2020-05-18,13419295,2,13.1,4.65,92.5,3655,188.7,166.9,10.05,52.831,5.03,9.09
2020-05-18,32658279,1,11.87,5.72,50.5,4076,83.2,141.6,11.87,50.645,5.97,20.72
2020-05-18,27736141,3,15.06,5.84,150.0,5276,168.3,163.0,5.03,75.443,5.96,15.13
2020-05-18,614320,1,7.1,5.4,18.0,2299,175.2,136.8,7.1,27.598,5.21,14.23
2020-05-18,23177662,1,3.04,6.3,73.2,1149,80.5,145.8,3.04,14.693,7.07,10.06
2020-05-25,13419295,4,9.09,5.03,40.3,2743,177.1,152.7,5.03,30.141,4.87,21.23
2020-05-25,32658279,3,20.72,5.97,85.9,7423,83.2,141.6,10.46,92.231,5.44,7.34
2020-05-25,27736141,3,15.13,5.96,156.7,5414,167.4,160.5,5.1,76.144,6.17,12.61
2020-05-25,614320,2,14.23,5.21,34.6,4451,175.3,136.8,7.12,53.431,5.35,35.09
2020-06-01,13419295,4,21.23,4.87,122.7,6204,183.2,148.4,6.03,62.091,4.93,16.53
2020-06-01,32658279,1,7.34,5.44,37.2,2396,83.2,141.6,7.34,29.771,6.06,19.68
2020-06-01,27736141,2,12.61,6.17,143.5,4672,167.8,163.2,7.6,66.84,6.17,20.06
2020-06-01,614320,4,35.09,5.35,102.4,11262,175.8,136.8,10.45,135.192,5.32,31.63
2020-06-08,13419295,3,16.53,4.93,19.4,4894,175.3,144.1,10.01,66.587,5.33,16.99
2020-06-08,32658279,3,19.68,6.06,136.3,7159,83.2,141.6,11.42,88.951,6.57,27.68
2020-06-08,27736141,4,20.06,6.17,202.9,7420,164.8,159.9,5.02,104.032,6.19,31.74
2020-06-08,614320,4,31.63,5.32,118.4,10104,176.6,136.8,10.3,121.291,5.49,7.85
2020-06-15,13419295,6,16.99,5.33,176.5,5438,178.6,142.1,5.12,66.822,5.4,25.02
2020-06-15,32658279,3,27.68,6.57,81.2,10909,83.2,141.6,12.27,135.545,5.92,29.83
2020-06-15,27736141,5,31.74,6.19,73.3,11789,167.1,155.7,14.11,159.369,6.5,21.09
2020-06-22,13419295,1,25.02,5.4,330.8,8113,183.8,156.2,25.02,111.162,5.72,12.6
2020-06-22,32658279,4,29.83,5.92,99.3,10597,83.2,141.6,10.04,131.669,6.71,26.28
2020-06-22,27736141,3,21.09,6.5,12.7,8229,159.2,150.7,11.02,109.133,6.11,23.44
2020-06-22,614320,1,7.85,5.49,18.0,2585,175.0,136.8,7.85,31.031,5.47,7.12
2020-06-29,13419295,3,12.6,5.72,132.6,4326,166.5,141.4,5.01,53.521,6.06,5.75
2020-06-29,32658279,2,26.28,6.71,75.2,10583,83.2,141.6,14.2,131.495,5.94,33.8
2020-06-29,27736141,4,23.44,6.11,54.3,8591,164.9,157.7,7.03,118.307,6.44,22.33
2020-07-06,13419295,1,5.75,6.06,72.8,2091,168.0,132.3,5.75,24.267,5.27,26.22
2020-07-06,27736141,3,22.33,6.44,172.0,8633,165.5,154.6,9.19,117.256,6.4,34.41
2020-07-06,614320,1,7.12,5.47,17.0,2336,174.4,136.8,7.12,28.042,5.48,14.32
2020-07-13,13419295,2,26.22,5.27,282.3,8295,183.2,147.1,21.2,108.181,4.69,35.14
2020-07-13,32658279,3,33.8,5.94,101.7,12042,83.2,141.6,19.16,149.623,4.52,5.05
2020-07-13,27736141,4,34.41,6.4,187.6,13223,164.4,155.1,18.03,176.639,6.08,37.14
2020-07-13,614320,2,14.32,5.48,34.0,4710,175.6,136.8,7.2,56.54,5.42,14.32
2020-07-20,13419295,3,35.14,4.69,75.2,9880,181.7,155.8,21.11,135.025,6.26,60.04
2020-07-20,32658279,1,5.05,4.52,20.5,1372,83.2,141.6,5.05,17.047,5.82,6.28
2020-07-20,27736141,4,37.14,6.08,30.1,13557,166.8,154.9,21.15,184.134,6.5,37.97
